Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
84,,,"Meat pies, pasties and puddings, frozen or not frozen",,g,27.4567523615379,27.2002449931751,26.7278753222994,19.1948110711472,21.1709592043704,21.7059694932304,21.3847610896779,19.8997316208518,22.7391594439948,24.8651583883157,23.620819230205,24.2923103865414,27.1210069943973,27.5237472475036,27.7512468016944,26.2740290400994,24.813977752565,27.6631535988141,33.6397076283001,31.0175831062339,33.446120821115,32.837274191032,28.1965857820672,28.7726265864363,28.5065505180686,30.0157374311173,29.8188688758094,34.929324553103157,29.996304389204546,44.356713014957585,42.648561405950524,52.536818804978282,49.368740920903306,50.104979550502826,48.9971771614772,48.786041419254282,52.113600838869843,48.044034293259827,46.4302615241143,43.4850157020207,41.2513556384576,41.9172187436461,41.2431961703204,45.7753808705071,45.2062432672241,38.7136407299297,40.5382132208727,39.3416858806573,ü,-12.972892597821318,-2.9516035492145614,yes,,,üü
85,,,"Burgers, frozen or not frozen",,g,11.3372218649732,13.6086870869716,16.8802230583713,24.1777827363178,24.5648901359332,25.7155021291685,28.2409378130638,27.5912333321312,32.4602788183038,23.8519512158864,28.019329169048,29.5744254763412,27.3915255735382,29.1786238362626,26.717413690429,26.8370003521827,26.8249305276778,27.2911961658127,27.6313166224203,29.9185925203449,30.2720006302552,29.7252930280759,23.8221170668777,22.4889352357609,22.5237912562382,22.6613292563147,23.9682597708211,23.059572608867438,20.707996604678272,22.947315760665091,21.337878302568367,19.832428311324811,21.37137690852067,20.250993102981873,20.554625733751,20.400031134309412,21.763992072550234,20.757451726970423,17.9762889467236,18.4818020652169,18.0101477754179,18.4349497447362,18.9582062434819,17.9463327468073,18.5231178869322,22.3337605372768,19.7879429500078,21.478868344742,ü,15.957089275424046,8.5452307953692372,,,,üü
89,,,Ready meals and convenience meat products,,g,27.0101793851689,28.4089249882359,30.3517662231184,47.2216978141861,51.1485101107949,51.8298335640684,53.0748807922362,52.1352527110687,58.1878481826646,62.6689417352791,65.211087866202,67.9626195621209,73.3259952307147,77.0399467113459,76.6564024145231,80.0264142338795,78.9699431821024,87.4949472339532,88.5512554868278,97.1028528267659,103.979166328846,106.411422855991,108.020234849567,117.073389446253,121.496780316677,129.459503626059,150.026060614703,144.97572228830057,157.15015463353021,154.94039855255926,155.37080663069241,151.97219668771862,145.56536714253565,147.74987143985672,145.349636220313,151.39746398382775,161.39138621201351,156.87120525723645,163.83643092108,163.99265518529,162.509770044029,164.292541087666,167.869228327612,170.228739828593,179.152325427365,188.828238990517,183.306752020857,182.851156423994,üü,2.0646290735024904,-0.24854272515366208,,,,üüü
8901,,,,"Complete meat-based ready meals, frozen or not frozen",g,4.83082095125674,5.27528065179856,5.90606799679386,8.32934649255311,8.91636931030852,9.63826602547605,10.4385095722529,11.3329295959767,12.5404567285186,13.7090038316627,16.0460791234201,16.1838615339275,17.2456423739959,18.8691102558985,18.4364148609482,20.8276040071325,20.836129962159,22.3679150317307,23.2749727565593,26.2208681622257,26.9107007282919,28.554645859502,40.3813634243548,45.9997473372483,50.0045806780447,51.7766170800784,63.3850174080514,88.15178010183503,96.617079642815881,98.499525378415242,98.084000757511902,94.297956130748318,88.6552043699743,88.678548476574406,82.6199130860943,85.589312058511737,89.641584079370702,86.688892836485479,90.6480791575509,86.1231412360995,84.9197147198064,81.163104731733,84.7154762653171,79.4184738739332,90.7749969125601,94.4657846766041,92.4066385221919,83.3974957189977,üü,-8.1272392668531914,-9.7494540947191997,,,,üü
8902,,,,"Other convenience meat products, frozen or not frozen",g,22.1793584339122,23.1336443364373,24.4456982263245,38.892351321633,42.2321408004864,42.1915675385924,42.6363712199833,40.802323115092,45.647391454146,48.9599379036164,49.165008742782,51.7787580281934,56.0803528567188,58.1708364554474,58.2199875535749,59.198810226747,58.1338132199434,65.1270322022226,65.2762827302685,70.8819846645403,77.0684656005544,77.8567769964892,67.6388714252124,71.0736421090047,71.4921996386321,77.6828865459804,86.6410432066517,56.823942186465388,60.533074990714248,56.440873174145196,57.286805873180462,57.67424055697002,56.910162772561293,59.071322963282036,62.7297231342182,65.808151925316196,71.74980213264287,70.182312420751202,73.1883517635294,77.8695139491904,77.5900553242224,83.1294363559335,83.1537520622957,90.8102659546598,88.3773285148049,94.3624543139127,90.9001134986657,99.453660704997,üü,12.53300181882801,9.4098311620445259,yes,,,üüü
93,,,Pate and delicatessen type sausage,,g,6.09528087602042,5.92071803980638,5.64434711296949,7.84116718450935,11.9281198463519,13.1221669229992,16.7771709468983,16.2695548430129,15.547150862337,15.7862534610428,16.0268519774785,15.7355317390516,17.3038938683274,17.8828301683828,17.3290128689561,16.504300799058,14.8849691675752,15.5530504499467,16.1830189164644,16.8056557855113,16.4510068132376,16.7986622520604,17.6583931014812,17.1408744461604,14.8987288809204,14.9208077910316,18.0583068693838,14.877334487170213,12.091108141598575,14.596270150580787,14.023935207787602,12.543374963553966,12.593406196847878,13.366045414422899,14.7371884512824,12.57980479577709,16.650290761287383,16.286058359550736,15.4317652453157,16.3267379287918,17.0767326925527,17.7755587955194,17.4243440686401,16.5438120667467,19.3906506194245,18.3976083459481,17.2791749867006,17.411805244407,ü,-10.205152028448133,0.7675728604434221,,,,üü
9301,,,,Pate,g,,,,,,,,,,,,,,,,,,,6.23432641790349,6.06116272937373,5.67891051200463,6.17291782413432,5.95721313827794,5.8995090459914,5.621990091068,5.26332665453572,5.81838671136378,3.3927274491992789,3.6031389014579345,3.4880899413085258,3.3758185603839794,3.4339061174893777,3.4127553007463649,3.5784137109392598,3.61587170499572,3.2572540494632709,3.9144847889769041,3.7672327080834065,3.58731254739087,3.57830601176387,3.85653273861776,3.2894652816095,3.14339086055907,3.2713515015815,3.56666928939082,2.74846892277087,3.10909453551298,3.8076829287627,ü,6.7573867890915436,22.46919111883653,,,,ü
9302,,,,Delicatessen type sausages,g,6.09528087602042,5.92071803980638,5.64434711296949,7.84116718450935,11.9281198463519,13.1221669229992,16.7771709468983,16.2695548430129,15.547150862337,15.7862534610428,16.0268519774785,15.7355317390516,17.3038938683274,17.8828301683828,17.3290128689561,16.504300799058,14.8849691675752,15.5530504499467,9.94869249856089,10.7444930561376,10.7720963012329,10.6257444279261,11.7011799632033,11.241365400169,9.27673878985238,9.65748113649592,12.23992015802,11.484607037970939,8.4879692401406519,11.108180209272264,10.64811664740362,9.1094688460645852,9.1806508961014952,9.7876317034836351,11.1213167462867,9.3225507463138229,12.735805972310477,12.518825651467331,11.8444526979249,12.7484319170279,13.2201999539349,14.48609351391,14.280953208081,13.2724605651652,15.8239813300337,15.6491394231772,14.1700804511876,13.6041223156443,ü,-14.028448138877165,-3.9940361488621194,,,,üü
94,,,Meat pastes and spreads,,g,9.90483142353318,9.62116681468537,9.17206405857542,10.8756306857807,5.99531573609077,5.68366432543933,5.31707756200099,5.68769470100359,5.019144528751,4.48298115466061,4.51694612821991,4.43215245132431,4.35116178627396,3.31873377975673,4.37283564443329,4.50933167866002,3.58057268800394,4.1261729626582,4.04445452401843,3.6005858863268,2.90350411750397,3.22067578645216,2.5630176540365,2.46534777024459,2.2771655298613,2.82077428410482,1.80156620210035,1.5502445707496872,1.6820136637389882,1.373000196222901,1.3385391782647986,1.3942217795914882,1.3801000512223163,1.2666567566287195,1.048411430196,0.95907242907901957,0.91676402231237619,0.80146829505336448,1.01316395920418,0.582450718283403,0.703426286283683,0.736612729475423,0.807648164567855,0.559088380949161,0.652584169566955,0.469335133027148,0.564746428125982,0.608231558396555,û,-6.7964583326977461,7.6999389646200607,,,," "
95,,,Takeaway meats,,g,16.0001122995536,15.5418848544917,14.8164111715449,16.9882238754136,19.9918649005938,23.4181978414964,24.7159937574288,30.6682287132522,31.9076050063958,35.330536591783,43.6852393429973,36.2955914456825,37.2706815029751,41.4755679969364,39.8270053587433,49.1522821473038,51.1045239745688,51.5906622903061,54.8946519232949,62.5794158118107,59.442342535375,65.612628684287,70.3667796564094,64.5523618599816,71.6772976948178,69.7694714264916,63.3982829079966,57.631433749551022,58.937524198602176,60.112932884118507,60.544657055881089,58.853043691072941,57.296076252220615,57.860619082748961,52.8371887924759,50.872846334262114,52.112392121196919,49.299415483616478,48.8780788159645,47.2944339203507,49.7128892640627,46.7270179888388,46.6629703031308,52.5639960853671,47.1771561238804,46.0629882429581,49.1114445025413,36.4248843967074,üü,-22.791267237344865,-25.832186844305578,yes,m,,üü
9501,,,,Takeaway meat pies and pasties,g,2.28573032850766,2.22026926492739,2.11663016736356,3.78464261442902,4.30228877715277,4.41316474902677,4.2553338108744,4.10214550921182,4.52836158577519,4.83056164484883,4.57286153342204,4.2358929852958,4.63607261509823,4.63261805432198,4.67767525664547,4.48954770985287,4.36405471220625,4.74986188854295,4.76914379950865,4.99618176811593,5.29210201374404,5.96399632024631,5.77836323563223,4.16832630121719,4.89588475626097,5.87143703647265,3.68100786963466,3.4213847665801183,3.5013689429423254,2.8821145122802814,3.3022367986443646,2.7609696076799355,2.8579723649564346,2.4441643854328454,2.8063642206902,1.9601488391727935,1.9335135482516925,1.7115782215406938,1.80309764317156,1.71006521059375,1.25511905971592,1.34575052858931,1.26976328961427,1.29941736300074,1.23732734372533,1.13408652874665,1.04432914074432,0.620242900919768,,-49.87236772345566,-40.608484746705045,yes,m,," "
9502,,,,Takeaway burger and bun,g,0.761910109502552,0.740089754975797,0.705543389121186,1.56047145743135,1.84545913293289,2.18671180660025,2.34221868912342,3.00624556694459,3.09008989287563,3.43337794796133,4.37130143711078,3.60082056990526,3.65341834153617,4.11271852988592,3.92954446594115,4.98823025965377,5.23593482217341,5.27133026289432,5.63224967110443,6.46341204962469,6.11422865215884,6.33716984830896,6.79414308397578,6.33659033389845,6.97456469432471,6.69448168852678,6.29702833008228,6.4757819385271294,6.1377041199899915,6.1830195474789909,6.2515013035004063,6.0360735454898142,5.3766686311036862,5.4483220815900815,4.47182637838474,4.4880898418975237,4.5611121370110723,4.9458889657947989,5.56992558888585,4.42739877085459,5.134858560999,5.38191899642273,5.66876633707492,6.3529694447064,5.46848301344218,6.27343242613152,7.56402971663228,6.90403850901385,ü,26.251439239052317,-8.725391522024287,,,,ü
9503,,,,Takeaway kebabs,g,1.5238202190051,1.48017950995159,1.41108677824237,1.36963396425384,1.6317640807461,2.00007284025035,2.15903633772602,2.82010925944392,2.91037077996328,3.24640303441878,4.1783260979319,3.41634162064354,3.48337829945384,3.93827052101089,3.75439768461553,4.77289987368584,4.98739255647466,4.98645154495932,5.34033628561172,6.13816037595332,5.75478555511411,6.57365222073899,7.15096851260806,6.69289573717294,7.41816040310897,7.0876541554239,6.60423662543038,8.1055842751271179,8.5382280630979146,8.5493259462581968,9.1851872670706811,8.8174788383210654,7.5272868303245604,8.4265538127615542,9.40340795577737,7.6304178344837377,7.4933395592354284,7.8321600331529089,8.015916119032,7.82030445149543,9.70378321957665,8.5518395322537,8.51067342593771,7.65442919041172,10.3629523382858,7.91229781805906,7.36587017894495,5.62693033906021,,-45.701474296358754,-23.60807070501231,yes,m,,ü
9504,,,,Takeaway sausages and saveloys,g,0,0,0,0.495200596345029,0.576309292352583,0.631099597516645,0.662968204225398,0.812827254043768,0.826468175126409,0.908397810080062,1.12149224983042,0.943665976071393,0.94412410862763,1.04961923576634,1.00945737790685,1.27597480234256,1.35685172269311,1.39297906125929,1.47865478229532,1.68928731277211,1.63828433151454,1.5563318695897,1.59343871116992,1.46902979777267,1.57953894660909,1.53982412094577,1.4939471479511,2.1082740435571057,2.7738725419581156,2.5302320086635999,2.6542618637082511,2.4600879208584572,2.2883083337437573,1.9104720141030556,2.35937853782718,2.025866974685568,1.867567253165084,2.2367048620439003,1.93514274801139,1.76345947566346,1.72641726692631,1.7488548263647,1.69081983600603,1.62470313449172,1.49590668403302,1.34548228175147,1.95890975489332,0.693260394104364,,-53.656173777142953,-64.60988606684846,yes,m,,ü
9505,,,,Takeaway meat based meals,g,11.4286516425383,11.101346324637,10.5831508368178,9.77827524295438,11.6360436174095,14.1871488481023,15.2964367154795,19.9269011236081,20.5523145726553,22.911796154474,29.4412580247022,24.0988702937665,24.5536881382592,27.7423416559513,26.4559305736343,33.6256295017688,35.1602901610214,35.1900395326502,37.6742673847748,43.2923743053446,40.6429419828435,44.5838736780631,48.3997780664227,45.2770746229046,50.1347706760496,47.9317422291749,44.7216777871318,37.401629924929352,37.883427423501594,39.844654643929125,39.063894287043055,38.690867382908138,39.139703552837361,39.517417979788561,33.6707194973422,34.567968481301719,36.155202790592526,32.460454742607133,31.468565405009,31.5044478625478,31.8388205399624,29.6038510039392,29.4373189286458,35.5483735165841,28.5685535885724,29.274034599743,31.1389651010739,22.5165426141103,ü,-21.184170055018008,-27.690138252752231,yes,m,,üü
9506,,,,Takeaway miscellaneous meats,g,,,,,,,,,,,,,,,,,,,,,,0.597604747339909,0.650088046600733,0.608445067015721,0.674378218464452,0.644332195947627,0.600385147766398,0.11877880083031631,0.1029231071121397,0.12358622550852554,8.7575535914355837E-2,8.7566395815306536E-2,0.10613653925483112,0.11368880907290763,0.125492202454192,0.20035436272076293,0.10165683294109622,0.11262865847701584,8.54313118547258e-02,6.87581491955909e-02,5.38906168823785e-02,9.48031012691861e-02,8.56284858521204e-02,8.4103436172498e-02,4.39331558215531e-02,0.123654588526373,3.93406102524869e-02,6.38696394989177e-02,û,45.379129508342665,62.350403537220629,,,,û
100123,,Fish,,,g,123.369692736597,127.785036632313,130.564950451431,118.054228303562,121.661922462366,128.773970618848,136.938851329642,140.606160333041,143.551569321903,146.889561908892,139.912515345285,140.35192982545,147.740008031846,146.165790963486,145.598928076258,149.756671474898,146.858438570372,141.24683748074,144.077312345369,147.519732953761,148.192602263172,146.808149324315,158.488627779039,148.95565432317,147.741992507649,146.008974682526,143.860835888227,156.66503985784652,154.86895644003255,156.07088118862632,157.82983713048404,166.81740302839918,170.28878127122206,165.18250419460793,160.95568210829,157.74308109135515,150.58078563752733,147.09596672919716,144.490154557683,145.50783943853,143.726815887052,146.236651563889,144.481320327966,139.040280811461,138.502219005218,145.698866833977,148.022601418432,153.245946246828,üü,10.645119874256139,3.528748163012656,yes,k,,üüü
102,,,"White fish, fresh, chilled or frozen",,g,43.7469481057437,47.9380597834409,48.4606188927373,44.5180837847339,46.3701985228683,45.24287983179,47.8650542507307,49.8682446528347,47.8241679439406,48.0104103874611,45.5232975810222,46.1921945031369,47.2049397415398,43.9087374952717,44.7506932624604,45.0134346058609,43.9203854090441,41.2057395595219,35.963127859716,35.4647700576012,37.3900838386277,36.534196260832,41.8611317235473,36.7323469450291,35.6179371347423,32.8646149835955,31.7038619322233,35.606581774743283,32.747925388212472,26.833789111974436,25.731964832439608,25.55562736395899,27.690469812395271,24.240226201638151,24.482374983002,22.95697940242874,20.397034679033897,17.467439087095944,20.760524335635,19.1162448260744,19.4865565933449,17.9617466369767,17.5393433087978,13.6375696825032,15.4376180462836,14.7282761168154,16.1165005148305,17.4181856024545,,12.829489304845454,8.0767228991564508,,,,ü
10201,,,,"White fish, fresh or chilled",g,35.4373839718607,37.2496190526276,34.4497615177409,33.0309667639178,33.2005073804431,32.3090999619775,31.8562893622576,33.3786384861502,30.3588338182314,31.2408325339467,29.785924563358,28.2572342979421,29.333203736912,26.4229200420152,27.4952619902423,26.476604335195,24.487360113558,22.9530393757893,19.0820157652268,19.9563741795881,21.1290537119276,19.5180661784868,20.5816593036826,17.9535445191158,17.3937314711273,16.4024801508853,15.2880371078836,18.237374123504498,17.156255919376914,16.473420688480235,17.98207330222111,18.911116709586011,20.047779762128727,16.537550766764085,16.0358883766145,14.813633803253458,14.581589408536608,12.704332106456242,12.2593544788347,13.3753742224773,12.8356453094885,12.2093491270317,12.2963979088233,9.68304686607842,11.9754597413945,10.9202540252896,12.8150610832107,12.7988303838293,,6.8754825302344713,-0.12665331266115201,,,,ü
10202,,,,"White fish, frozen",g,8.309564133883,10.6884407308133,14.0108573749964,11.4871170208162,13.1696911424252,12.9337798698125,16.0087648884732,16.4896061666845,17.4653341257093,16.7695778535144,15.7373730176641,17.9349602051948,17.8717360046279,17.4858174532565,17.2554312722181,18.5368302706658,19.4330252954861,18.2527001837327,16.8811120944892,15.5083958780131,16.2610301267001,17.0161300823452,21.2794724198647,18.7788024259133,18.224205663615,16.4621348327102,16.4158248243397,17.36920765123882,15.591669468835645,10.36036842349416,7.7498915302184903,6.644510654372997,7.6426900502665003,7.7026754348740631,8.4464866063875,8.1433455991752766,5.8154452704972872,4.7631069806397113,8.50116985680021,5.74087060359704,6.65091128385638,5.752397509945,5.24294539997455,3.95452281642483,3.46215830488919,3.80802209152582,3.30143943161979,4.61935521862517,,33.424147939792675,39.919429518619886,,,," "
106,,,"Herrings and other blue fish, fresh, chilled or frozen",,g,2.70042400138489,2.48743500934525,2.33262528076974,2.36854039128016,2.19817639868722,2.40998822578789,2.75481634583853,2.37027676223988,2.29299741486631,2.93407434358607,2.70235209456049,3.22324405543837,3.08485709943079,3.26195168406143,2.56605823086667,3.45201289400792,3.09221708840921,3.8976262016026,3.71230576657317,3.46610149818493,2.93143145516622,3.58831623880465,4.12795982494084,4.64439631300097,5.06472013416466,5.89422189321669,5.14538632114892,6.4423229550015515,6.4014979725347301,7.9344276695968858,6.3077536960395122,7.5289524215978565,7.2712641881110596,7.6363312503839742,6.17045095421545,5.6044169361317548,5.3438032324796945,4.240791557043015,4.15586778713683,3.74140606088472,5.65192459120043,3.83800664633575,3.79878460876761,3.64244710925801,3.74247347078081,2.96667100169742,3.37164037712968,2.2561668552809,,-39.714553145244125,-33.084000577736546,yes,,,ü
10601,,,,"Herrings and other blue fish, fresh or chilled",g,2.70042400138489,2.48743500934525,2.33262528076974,2.36854039128016,2.19817639868722,2.40998822578789,2.75481634583853,2.37027676223988,2.29299741486631,2.93407434358607,2.70235209456049,3.22324405543837,3.08485709943079,3.26195168406143,2.56605823086667,3.45201289400792,3.09221708840921,3.8976262016026,3.71230576657317,3.46610149818493,2.93143145516622,3.58831623880465,4.12795982494084,4.64439631300097,5.06472013416466,4.8005001405343,4.15336465121988,5.3396506691363363,5.7304553076625302,7.8366639272689671,5.9204805805584417,7.2456259178817044,6.8471083554750303,7.3210089088228001,5.32787352425589,5.0643640713451248,5.0387164047367934,3.7372386473015262,3.69124140946885,3.46379388247171,5.28488878642635,3.51429497027815,3.53289300556118,3.18132290618768,3.29125477325127,2.54518449704075,2.79223675513821,1.80953235495514,,-45.019985397010338,-35.194164619985038,yes,m,," "
10602,,,,"Herrings and other blue fish, frozen",g,,,,,,,,,,,,,,,,,,,,,,,,,,1.09372175268239,0.992021669929047,1.1026722858652152,0.67104266487219499,9.7763742327918082E-2,0.3872731154810693,0.28332650371615015,0.42415583263603046,0.31532234156117595,0.842577429959552,0.54005286478663039,0.30508682774290213,0.50355290974148859,0.464626377667983,0.277612178413011,0.367035804774086,0.323711676057604,0.265891603206432,0.461124203070331,0.45121869752954,0.421486504656662,0.579403621991472,0.446634500325765,û,-1.0159590524225561,-22.9147897297165,,,,û
107,,,"Salmon, fresh, chilled or frozen",,g,1.53143110351018,2.18203459779528,1.81983245037555,2.46364826614585,2.22771734958071,3.22081165727352,3.55879566652442,2.62234723555731,2.90938605085613,2.47959363374003,2.99478033704686,3.28581812261963,3.76995779534559,3.81233930938328,3.56347162240261,4.88638862453094,4.27407808267054,5.27522032245232,5.58757493585391,5.64296688068688,4.86377632830462,5.99169362545919,6.94163464708129,7.82997520366837,8.90871560272384,7.80903974249717,8.09988021543129,9.2309407916140618,9.0909279167206858,10.416843496961516,10.444591732103419,11.958395986463808,12.248805179035379,11.602067993908676,12.115154392114,12.596154943158965,12.320374047912892,11.923302132135962,11.7208064863386,13.0441082882983,13.4259461703498,14.8654269630848,13.9657092890752,15.2252707325949,11.6065388906826,15.3622765756216,13.2080504476279,16.4946240916884,ü,42.114925448876555,24.883109411886956,yes,k,,üü
10701,,,,"Salmon, fresh or chilled",g,1.53143110351018,2.18203459779528,1.81983245037555,2.46364826614585,2.22771734958071,3.22081165727352,3.55879566652442,2.62234723555731,2.90938605085613,2.47959363374003,2.99478033704686,3.28581812261963,3.76995779534559,3.81233930938328,3.56347162240261,4.88638862453094,4.27407808267054,5.27522032245232,5.58757493585391,5.64296688068688,4.86377632830462,5.99169362545919,6.94163464708129,7.82997520366837,8.90871560272384,7.02813576824745,7.28989219388816,8.5238427333471876,7.73432432874705,10.01300115657992,9.6198622739745012,10.963112322188064,11.36714650683774,10.513110086292659,9.70662606738069,10.84848797226935,11.017276770090961,10.665749936764918,10.6542014451333,11.7968891316944,12.2776217942148,13.9117134974487,12.8781920903115,14.126682605926,10.0611194854053,14.2324560460469,11.3614194240877,15.0786623628897,ü,49.870622098891573,32.718120861913697,yes,k,,üü
10702,,,,"Salmon, frozen",g,,,,,,,,,,,,,,,,,,,,,,,,,,0.780903974249716,0.809988021543129,0.70709805826687488,1.3566035879736342,0.40384234038160199,0.82472945812891763,0.99528366427574677,0.88165867219763516,1.088957907616015,2.40852832473334,1.7476669708896224,1.3030972778219341,1.2575521953710431,1.06660504120531,1.2472191566039,1.14832437613499,0.953713465636051,1.08751719876371,1.09858812666886,1.54541940527729,1.12982052957473,1.84663102354018,1.41596172879863,û,-8.3768636550432927,-23.321892097096534,,,," "
10801,,,"Blue fish, dried or salted or smoked",,g,5.83963181901809,4.49337686252452,5.33626347592503,4.6705837615747,4.16832517812306,4.74671042490262,5.01237022361091,4.82894833649959,4.37586922121858,4.92946863241255,3.96917174611198,4.4929335218378,4.58316343623179,4.70587280484292,4.94697685770476,5.84522354575962,4.84025035937627,4.8142531721343,4.9119022044472,5.01931022829115,4.76483876517278,4.44258433474893,4.11021481288479,4.2810588433296,3.89412005127229,4.3953438746157,4.94457476868391,5.0870032188616321,5.4871918824844323,5.130391677952054,5.6872409547582441,6.188822902476586,6.4579858450816179,6.4839747588655072,6.42612869440622,6.1147785682860647,6.3352832584788006,6.7274448013768806,5.95415924484347,6.54694745444253,6.69396360797654,7.12748288812007,6.90421060055392,8.45539841258852,7.22443231918147,6.54596221617553,5.95578939015111,7.37802453922886,ü,2.1260109204648088,23.879876468258757,,,,üü
11401,,,"White fish, dried, salted or smoked",,g,5.44765560083014,5.96691761337375,6.05573436940204,5.3908552922685,5.51669558816495,5.98052050063631,6.50162626907231,6.6334637765921,6.60470258899457,6.05347538004829,6.73777747129512,6.48374866249028,6.80381590547768,4.83363594739743,5.3768528486718,5.29204833008612,4.42658578811871,4.64392360015945,4.4163586613591,3.74684384834848,5.06692973159727,4.54606854240648,7.36125499434183,5.52319932127118,4.67977303955756,6.23799900397003,5.16152438832935,3.9180105850766331,3.7150700526273495,3.8944602683294072,4.1323462293086521,3.8143800858446331,4.0536070130429067,3.656927028640848,4.29431711230922,4.3879012628481684,3.3881363529500823,2.8550263341417614,2.68831317443441,3.19079838075121,2.8212643902363,3.26134006358885,2.7214002043,4.55233631310419,2.28992925986307,3.81400082198335,2.63511950047022,2.39133033362449,,4.4281312763121594,-9.2515412224084681,,,,ü
117,,,Shellfish,,g,1.59395128939016,2.18075883986771,2.26896761475715,1.91978249794506,2.38879278293757,2.31230087974444,2.94921335065242,2.48346231310561,3.31693822607991,3.45937948351702,3.49513232095876,4.24291615054385,4.72874932886077,3.75642861295401,4.74113717224638,5.04336805411839,5.05559939697114,6.20670977606227,6.00778131607403,6.08621270318767,5.24920063411011,6.20100997409013,6.79182294566466,6.5693861842782,5.04275061718827,5.1599301382054,6.35183313697373,10.499834595389991,10.534939452025986,10.853332322896026,11.040920816097639,11.805474828948805,13.42740937112228,14.179782570921633,12.8184284874045,13.632375246367058,13.141676144355264,10.748845007113117,10.1435855123579,10.2646227011036,10.2276329451906,9.96325616805157,10.0814601681923,8.3573011586703,8.85494284371479,10.154639060533,10.5836207411921,10.9094882018582,ü,23.202243022965582,3.0789790057177853,,,,üü
11702,,,,"Shellfish, fresh or chilled",g,1.06794736389141,1.46110842271137,1.52020830188729,1.28625427362319,1.60049116456817,1.54924158942877,1.97597294493712,1.66391974978076,2.22234861147354,2.3177842539564,2.34173865504237,2.84275382086438,3.16826205033671,2.51680717067919,3.17656190540507,3.37905659625932,3.38725159597067,4.15849554996172,4.0252134817696,4.07776251113574,3.51696442485377,4.15467668264039,4.55052137359532,4.40148874346639,3.37864291351614,3.45715319259762,4.2557282017724,3.4751388493398321,3.7851293483346149,6.8226961041731293,5.4290913685228652,5.2963848277513579,6.4195970500021335,8.1361385135378299,6.62915764340033,7.9096072675224267,6.9375661964429431,6.4692065526074209,5.88286204362597,5.81317615497812,5.72480703105018,5.61379260131843,5.78273349323269,5.18537694304807,5.21286465972103,5.74507798410944,6.15251858806848,6.76856046590108,ü,29.843395287060957,10.012840579259358,,,,ü
11703,,,,"Shellfish, frozen",g,0.526003925498754,0.719650417156344,0.748759312869859,0.63352822432187,0.788301618369398,0.763059290315665,0.9732404057153,0.81954256332485,1.09458961460637,1.14159522956062,1.15339366591639,1.40016232967947,1.56048727852405,1.23962144227482,1.5645752668413,1.66431145785907,1.66834780100048,2.04821422610055,1.98256783430443,2.00845019205193,1.73223620925634,2.04633329144974,2.24130157206934,2.16789744081181,1.66410770367213,1.70277694560778,2.09610493520133,7.0246957460501571,6.749810103691372,4.0306362187228952,5.6118294475747721,6.5090900011974471,7.0078123211201424,6.0436440573838075,6.18927084400419,5.7227679788446144,6.2041099479123112,4.2796384545056947,4.26072346873193,4.45144654612548,4.50282591414043,4.34946356673313,4.29872667495963,3.17192421562224,3.64207818399377,4.40956107642359,4.43110215312362,4.14092773595717,,13.696838089740881,-6.5485833352294529,,,,ü
118,,,Takeaway fish,,g,19.9496299746858,17.8529954269652,17.6298248646118,13.5021270390791,17.3330443098398,20.3198936361195,19.7121909010259,21.2751866283322,22.1666445542722,22.7551552852508,18.7957623220011,16.2561759351792,17.1230884102869,20.3962290128317,17.5010448181075,14.8348198935983,14.572319297406,10.886257632425,15.6588704908337,16.7085763304189,17.9025740994795,14.0720290373919,10.5988794448856,10.5625192965426,10.5254522164286,11.2685022775199,7.43434008770236,11.840830877533795,11.22125824058716,10.640550192259697,11.496088478512636,9.8826997621725727,10.131112886276503,9.5838559120658058,9.08247008637374,9.3460180264088759,8.1194636992759257,8.399219994714338,7.61607677926366,7.52541937240893,7.09875358730046,8.28797989216134,8.18982079829651,6.5250771482508,6.8733727128908,6.56297819277261,6.28201812057868,6.02233912362701,ü,-12.38160106853665,-4.1336874865262079,,,,ü
119,,,"Salmon, tinned",,g,5.55713226678433,8.22622360666896,5.12582358106955,4.12532913182629,4.82295022848633,4.78663388255493,6.87287127355837,7.66143605994303,4.92682074940514,8.20979983847595,7.34194030315075,5.6023392662932,7.8437701853329,7.05284655839375,6.76858520855425,5.07675395951368,6.2080221148638,8.97437975949659,9.1695668388621,8.35696104193249,8.54777867765575,7.6424200851791,8.47251186726219,8.09289924908714,6.73880290439044,5.33176354229531,6.50531100300543,6.3519590423700745,5.9028056761993293,6.166152789362588,6.1226952941624155,5.6419770371800748,5.3727526890850861,4.6852994631002574,4.5612203907759,4.1810492848417997,3.1298367409029613,2.9025072543446448,2.23845058144514,2.48990730803203,2.78101347383028,1.97787126348772,2.10756965791072,1.95059720178216,2.37425506949592,1.55291986058261,1.69211904132573,1.51043249409432,,-36.382888532064875,-10.737220183342716,,,,ü
